Frequency Analysis
Freq,Power
-14.99 , 0.000904456136296
-14.97 , 0.00094241069456
-14.95 , 0.000979511169605
-14.93 , 0.00101548653159
-14.91 , 0.00105006850268
-14.89 , 0.00108299403701
-14.87 , 0.00111400778807
-14.85 , 0.00114286453748
-14.83 , 0.00116933155836
-14.81 , 0.00119319088739
-14.79 , 0.00121424147985
-14.77 , 0.00123230122301
-14.75 , 0.00124720878435
-14.73 , 0.00125882527272
-14.71 , 0.00126703569223
-14.69 , 0.00127175017097
-14.67 , 0.00127290494855
-14.65 , 0.0012704631097
-14.63 , 0.00126441505321
-14.61 , 0.00125477868898
-14.59 , 0.00124159935876
-14.57 , 0.00122494947937
-14.55 , 0.0012049279105
-14.53 , 0.00118165905231
-14.51 , 0.00115529168136
-14.49 , 0.00112599753662
-14.47 , 0.00109396967018
-14.45 , 0.00105942058025
-14.43 , 0.00102258014699
-14.41 , 0.000983693393651
-14.39 , 0.000943018098388
-14.37 , 0.000900822283401
-14.35 , 0.000857381610139
-14.33 , 0.000812976710252
-14.31 , 0.000767890482973
-14.29 , 0.000722405390063
-14.27 , 0.000676800779548
-14.25 , 0.000631350269154
-14.23 , 0.000586319219641
-14.21 , 0.000541962327107
-14.19 , 0.000498521361841
-14.17 , 0.000456223079442
-14.15 , 0.000415277327692
-14.13 , 0.000375875370167
-14.11 , 0.000338188444713
-14.09 , 0.000302366571893
-14.07 , 0.000268537625213
-14.05 , 0.000236806671496
-14.03 , 0.000207255586238
-14.01 , 0.000179942945152
-13.99 , 0.000154904189449
-13.97 , 0.000132152058842
-13.95 , 0.000111677282706
-13.93 , 9.3449516461e-05
-13.91 , 7.74185070432e-05
-13.89 , 6.35154683729e-05
-13.87 , 5.16546450252e-05
-13.85 , 4.17350399442e-05
-13.83 , 3.36422800112e-05
-13.81 , 2.72505916383e-05
-13.79 , 2.2424857319e-05
-13.77 , 1.90227232602e-05
-13.75 , 1.68967278459e-05
-13.73 , 1.58964207596e-05
-13.71 , 1.58704431132e-05
-13.69 , 1.66685398881e-05
-13.67 , 1.81434773829e-05
-13.65 , 2.0152840152e-05
-13.63 , 2.25606840914e-05
-13.61 , 2.52390248471e-05
-13.59 , 2.80691435498e-05
-13.57 , 3.09426949732e-05
-13.55 , 3.37626065309e-05
-13.53 , 3.64437600046e-05
-13.51 , 3.89134514979e-05
-13.49 , 4.11116287612e-05
-13.47 , 4.29909086898e-05
-13.45 , 4.45163813954e-05
-13.43 , 4.56652107317e-05
-13.41 , 4.64260444668e-05
-13.39 , 4.67982503814e-05
-13.37 , 4.6790997377e-05
-13.35 , 4.6422203171e-05
-13.33 , 4.57173722676e-05
-13.31 , 4.47083496192e-05
-13.29 , 4.34320166751e-05
-13.27 , 4.19289573429e-05
-13.25 , 4.02421217464e-05
-13.23 , 3.84155155333e-05
-13.21 , 3.64929418771e-05
-13.19 , 3.45168222265e-05
-13.17 , 3.25271202996e-05
-13.15 , 3.0560391827e-05
-13.13 , 2.86489801346e-05
-13.11 , 2.68203748706e-05
-13.09 , 2.50967480595e-05
-13.07 , 2.34946782608e-05
-13.05 , 2.20250699678e-05
-13.03 , 2.06932715778e-05
-13.01 , 1.94993913394e-05
-12.99 , 1.84388067206e-05
-12.97 , 1.75028586982e-05
-12.95 , 1.66797186144e-05
-12.93 , 1.59554115486e-05
-12.91 , 1.5314976681e-05
-12.89 , 1.47437419273e-05
-12.87 , 1.42286872849e-05
-12.85 , 1.37598688767e-05
-12.83 , 1.33318736831e-05
-12.81 , 1.29452734419e-05
-12.79 , 1.26080452117e-05
-12.77 , 1.23369256649e-05
-12.75 , 1.21586663178e-05
-12.73 , 1.21111576299e-05
-12.71 , 1.2244391209e-05
-12.69 , 1.26212312419e-05
-12.67 , 1.33179687042e-05
-12.65 , 1.44246348695e-05
-12.63 , 1.60450540898e-05
-12.61 , 1.82966197253e-05
-12.59 , 2.13097813906e-05
-12.57 , 2.52272363132e-05
-12.55 , 3.02028224866e-05
-12.53 , 3.64001163828e-05
-12.51 , 4.39907431789e-05
-12.49 , 5.31524126782e-05
-12.47 , 6.40666992813e-05
-12.45 , 7.69165893939e-05
-12.43 , 9.18838244777e-05
-12.41 , 0.000109146072463
-12.39 , 0.000128873964371
-12.37 , 0.000151228036657
-12.35 , 0.000176355622956
-12.33 , 0.000204387741419
-12.31 , 0.00023543602578
-12.29 , 0.00026958974948
-12.27 , 0.000306912992649
-12.25 , 0.000347442001499
-12.23 , 0.000391182788603
-12.21 , 0.000438109020732
-12.19 , 0.000488160238308
-12.17 , 0.000541240447217
-12.15 , 0.000597217119633
-12.13 , 0.000655920635806
-12.11 , 0.000717144193379
-12.09 , 0.000780644204913
-12.07 , 0.000846141197914
-12.05 , 0.000913321224848
-12.03 , 0.000981837783564
-12.01 , 0.00105131424123
-11.99 , 0.00112134674747
-11.97 , 0.00119150761509
-11.95 , 0.00126134913925
-11.93 , 0.00133040781917
-11.91 , 0.00139820893954
-11.89 , 0.00146427146241
-11.87 , 0.00152811317488
-11.85 , 0.00158925603234
-11.83 , 0.00164723163299
-11.81 , 0.00170158675552
-11.79 , 0.00175188888911
-11.77 , 0.00179773168314
-11.75 , 0.0018387402431
-11.73 , 0.00187457619951
-11.71 , 0.00190494247745
-11.69 , 0.00192958769709
-11.67 , 0.00194831013834
-11.65 , 0.00196096120721
-11.63 , 0.00196744834666
-11.61 , 0.0019677373408
-11.59 , 0.00196185396808
-11.57 , 0.00194988496705
-11.55 , 0.00193197828629
-11.53 , 0.00190834259934
-11.51 , 0.00187924607447
-11.49 , 0.00184501439897
-11.47 , 0.00180602806744
-11.45 , 0.00176271895343
-11.43 , 0.00171556619359
-11.41 , 0.00166509142311
-11.39 , 0.00161185341054
-11.37 , 0.00155644214863
-11.35 , 0.00149947246628
-11.33 , 0.00144157723384
-11.31 , 0.00138340024069
-11.29 , 0.00132558882966
-11.27 , 0.00126878637726
-11.25 , 0.00121362471237
-11.23 , 0.00116071656807
-11.21 , 0.00111064816251
-11.19 , 0.00106397200428
-11.17 , 0.00102120001647
-11.15 , 0.0009827970706
-11.13 , 0.000949175017669
-11.11 , 0.000920687298331
-11.09 , 0.000897624207747
-11.07 , 0.00088020888317
-11.05 , 0.000868594073863
-11.03 , 0.000862859743526
-11.01 , 0.000863011545267
-10.99 , 0.00086898019833
-10.97 , 0.000880621784494
-10.95 , 0.000897718970341
-10.93 , 0.000919983149751
-10.91 , 0.000947057489006
-10.89 , 0.000978520845078
-10.87 , 0.00101389251612
-10.85 , 0.00105263777205
-10.83 , 0.00109417410261
-10.81 , 0.00113787811037
-10.79 , 0.00118309296733
-10.77 , 0.00122913634582
-10.75 , 0.00127530872734
-10.73 , 0.00132090198769
-10.71 , 0.00136520815217
-10.69 , 0.00140752821173
-10.67 , 0.00144718088934
-10.65 , 0.00148351124589
-10.63 , 0.00151589901607
-10.61 , 0.00154376656753
-10.59 , 0.00156658638097
-10.57 , 0.00158388795399
-10.55 , 0.00159526403895
-10.53 , 0.00160037613253
-10.51 , 0.00159895914451
-10.49 , 0.00159082518289
-10.47 , 0.00157586640404
-10.45 , 0.00155405688794
-10.43 , 0.00152545351116
-10.41 , 0.0014901958028
-10.39 , 0.00144850478183
-10.37 , 0.00140068078693
-10.35 , 0.00134710032329
-10.33 , 0.00128821196299
-10.31 , 0.00122453134837
-10.29 , 0.0011566353586
-10.27 , 0.00108515551133
-10.25 , 0.00101077068025
-10.23 , 0.00093419921908
-10.21 , 0.000856190589494
-10.19 , 0.00077751659726
-10.17 , 0.000698962345699
-10.15 , 0.000621317019261
-10.13 , 0.000545364612078
-10.11 , 0.000471874717004
-10.09 , 0.000401593489729
-10.07 , 0.000335234900214
-10.05 , 0.000273472379796
-10.03 , 0.000216930967091
-10.01 , 0.000166180049211
-9.99 , 0.000121726786997
-9.97 , 8.40103039735e-05
-9.95 , 5.339670876e-05
-9.93 , 3.01750098152e-05
-9.91 , 1.45539697908e-05
-9.89 , 6.65993461503e-06
-9.87 , 6.53565986046e-06
-9.85 , 1.41401441474e-05
-9.83 , 2.9349466469e-05
-9.81 , 5.19586115707e-05
-9.79 , 8.1684255039e-05
-9.77 , 0.000118168467731
-9.75 , 0.000160983287747
-9.73 , 0.000209636097486
-9.71 , 0.000263575733547
-9.69 , 0.00032219924848
-9.67 , 0.000384859235776
-9.65 , 0.000450871623062
-9.63 , 0.000519523833404
-9.61 , 0.000590083210826
-9.59 , 0.000661805603861
-9.57 , 0.00073394399999
-9.55 , 0.000805757104337
-9.53 , 0.000876517757852
-9.51 , 0.000945521093484
-9.49 , 0.00101209233338
-9.47 , 0.0010755941359
-9.45 , 0.0011354334082
-9.43 , 0.00119106750791
-9.41 , 0.00124200976651
-9.39 , 0.00128783427639
-9.37 , 0.00132817989385
-9.35 , 0.00136275342119
-9.33 , 0.00139133194188
-9.31 , 0.00141376429415
-9.29 , 0.00142997167951
-9.27 , 0.0014399474139
-9.25 , 0.00144375583992
-9.23 , 0.00144153042902
-9.21 , 0.00143347111223
-9.19 , 0.00141984088739
-9.17 , 0.00140096175871
-9.15 , 0.00137721007237
-9.13 , 0.00134901131785
-9.11 , 0.00131683447021
-9.09 , 0.00128118595269
-9.07 , 0.0012426033019
-9.05 , 0.00120164861991
-9.03 , 0.00115890189794
-9.01 , 0.00111495429613
-8.99 , 0.00107040146189
-8.97 , 0.00102583696676
-8.95 , 0.000981845937954
-8.93 , 0.000938998955882
-8.91 , 0.000897846283483
-8.89 , 0.000858912486784
-8.87 , 0.000822691499153
-8.85 , 0.000789642174174
-8.83 , 0.000760184364146
-8.81 , 0.000734695553028
-8.79 , 0.000713508064312
-8.77 , 0.000696906855934
-8.75 , 0.000685127906104
-8.73 , 0.000678357185917
-8.71 , 0.000676730206927
-8.69 , 0.00068033212467
-8.67 , 0.000689198372457
-8.65 , 0.000703315793725
-8.63 , 0.000722624235931
-8.61 , 0.000747018564449
-8.59 , 0.000776351051195
-8.57 , 0.000810434089858
-8.55 , 0.00084904318762
-8.53 , 0.000891920182126
-8.51 , 0.000938776632227
-8.49 , 0.000989297331565
-8.47 , 0.00104314389549
-8.45 , 0.00109995837387
-8.43 , 0.00115936684517
-8.41 , 0.00122098295065
-8.39 , 0.00128441133125
-8.37 , 0.00134925093441
-8.35 , 0.00141509816241
-8.33 , 0.00148154983905
-8.31 , 0.00154820597637
-8.29 , 0.00161467232825
-8.27 , 0.00168056272285
-8.25 , 0.00174550117068
-8.23 , 0.00180912374952
-8.21 , 0.00187108027224
-8.19 , 0.00193103574667
-8.17 , 0.00198867164089
-8.15 , 0.00204368696953
-8.13 , 0.00209579921933
-8.11 , 0.00214474513379
-8.09 , 0.0021902813778
-8.07 , 0.00223218510357
-8.05 , 0.00227025443892
-8.03 , 0.0023043089184
-8.01 , 0.00233418987594
-7.99 , 0.00235976081636
-7.97 , 0.00238090778007
-7.95 , 0.00239753971307
-7.93 , 0.00240958885083
-7.91 , 0.00241701112142
-7.89 , 0.00241978656968
-7.87 , 0.00241791980054
-7.85 , 0.00241144043598
-7.83 , 0.00240040357653
-7.81 , 0.00238489025499
-7.79 , 0.00236500786684
-7.77 , 0.002340890559
-7.75 , 0.00231269955667
-7.73 , 0.00228062340565
-7.71 , 0.00224487810676
-7.69 , 0.00220570711799
-7.67 , 0.00216338120026
-7.65 , 0.0021181980829
-7.63 , 0.00207048192678
-7.61 , 0.00202058256441
-7.59 , 0.00196887449927
-7.57 , 0.00191575564967
-7.55 , 0.00186164582609
-7.53 , 0.00180698493533
-7.51 , 0.00175223090927
-7.49 , 0.00169785736118
-7.47 , 0.00164435097757
-7.45 , 0.00159220865928
-7.43 , 0.00154193443057
-7.41 , 0.00149403614059
-7.39 , 0.00144902198698
-7.37 , 0.00140739689591
-7.35 , 0.00136965879779
-7.33 , 0.0013362948419
-7.31 , 0.00130777759651
-7.29 , 0.00128456128415
-7.27 , 0.00126707810362
-7.25 , 0.0012557346915
-7.23 , 0.00125090877658
-7.21 , 0.00125294607967
-7.19 , 0.00126215751023
-7.17 , 0.0012788167082
-7.15 , 0.0013031579767
-7.13 , 0.00133537464631
-7.11 , 0.00137561790671
-7.09 , 0.00142399613551
-7.07 , 0.00148057474698
-7.05 , 0.00154537657619
-7.03 , 0.001618382806
-7.01 , 0.00169953443571
-6.99 , 0.00178873428166
-6.97 , 0.00188584949104
-6.95 , 0.00199071454111
-6.93 , 0.00210313468732
-6.91 , 0.0022228898153
-6.89 , 0.00234973864356
-6.87 , 0.00248342321604
-6.85 , 0.00262367361724
-6.83 , 0.00277021283641
-6.81 , 0.00292276170257
-6.79 , 0.00308104380828
