Frequency Analysis
Freq,Power
-14.99 , 0.000539169859415
-14.97 , 0.000554231637244
-14.95 , 0.000567650656269
-14.93 , 0.000579260462498
-14.91 , 0.00058891238926
-14.89 , 0.000596477407991
-14.87 , 0.000601847728082
-14.85 , 0.000604938125434
-14.83 , 0.000605686983184
-14.81 , 0.000604057032118
-14.79 , 0.000600035782454
-14.77 , 0.000593635642992
-14.75 , 0.000584893727919
-14.73 , 0.000573871355865
-14.71 , 0.000560653249952
-14.69 , 0.000545346451649
-14.67 , 0.000528078965047
-14.65 , 0.000508998151705
-14.63 , 0.00048826889948
-14.61 , 0.0004660715916
-14.59 , 0.000442599904738
-14.57 , 0.000418058466861
-14.55 , 0.00039266040723
-14.53 , 0.000366624832024
-14.51 , 0.000340174259677
-14.49 , 0.000313532050145
-14.47 , 0.000286919861951
-14.45 , 0.000260555170013
-14.43 , 0.000234648875959
-14.41 , 0.000209403040873
-14.39 , 0.000185008768299
-14.37 , 0.000161644262782
-14.35 , 0.000139473086393
-14.33 , 0.000118642632564
-14.31 , 9.92828332015e-05
-14.29 , 8.15051114967e-05
-14.27 , 6.5401589215e-05
-14.25 , 5.1044553516e-05
-14.23 , 3.84861846181e-05
-14.21 , 2.77585419419e-05
-14.19 , 1.88738027818e-05
-14.17 , 1.1824744121e-05
-14.15 , 6.58545498226e-06
-14.13 , 3.11226372628e-06
-14.11 , 1.34486202222e-06
-14.09 , 1.20760485264e-06
-14.07 , 2.61096391008e-06
-14.05 , 5.45311011795e-06
-14.03 , 9.6215997828e-06
-14.01 , 1.49951380706e-05
-13.99 , 2.14453930999e-05
-13.97 , 2.8838833959e-05
-13.95 , 3.7038566374e-05
-13.93 , 4.59061405646e-05
-13.91 , 5.53033070045e-05
-13.89 , 6.50936973262e-05
-13.87 , 7.51444094468e-05
-13.85 , 8.53274781032e-05
-13.83 , 9.55212143311e-05
-13.81 , 0.000105611399967
-13.79 , 0.00011549232594
-13.77 , 0.000125067665909
-13.75 , 0.000134251179644
-13.73 , 0.000142967243403
-13.71 , 0.00015115120735
-13.69 , 0.000158749582786
-13.67 , 0.000165720064551
-13.65 , 0.000172031396349
-13.63 , 0.000177663088988
-13.61 , 0.000182605003452
-13.59 , 0.000186856812446
-13.57 , 0.000190427355443
-13.55 , 0.000193333903357
-13.53 , 0.000195601349751
-13.51 , 0.000197261345923
-13.49 , 0.000198351397359
-13.47 , 0.000198913938815
-13.45 , 0.000198995404819
-13.43 , 0.000198645311582
-13.41 , 0.000197915365218
-13.39 , 0.000196858609931
-13.37 , 0.000195528628234
-13.35 , 0.000193978803654
-13.33 , 0.000192261654471
-13.31 , 0.000190428245175
-13.29 , 0.000188527680255
-13.27 , 0.000186606682999
-13.25 , 0.000184709259903
-13.23 , 0.000182876449428
-13.21 , 0.000181146151941
-13.19 , 0.000179553036008
-13.17 , 0.000178128514647
-13.15 , 0.000176900783807
-13.13 , 0.000175894914214
-13.11 , 0.000175132986838
-13.09 , 0.00017463426159
-13.07 , 0.000174415368522
-13.05 , 0.000174490510677
-13.03 , 0.000174871667937
-13.01 , 0.000175568791637
-12.99 , 0.00017658998042
-12.97 , 0.000177941628738
-12.95 , 0.000179628540531
-12.93 , 0.000181654001971
-12.91 , 0.000184019808636
-12.89 , 0.000186726244104
-12.87 , 0.000189772008663
-12.85 , 0.000193154098592
-12.83 , 0.000196867638256
-12.81 , 0.000200905668987
-12.79 , 0.000205258900413
-12.77 , 0.000209915431485
-12.75 , 0.000214860449856
-12.73 , 0.000220075919555
-12.71 , 0.000225540267929
-12.69 , 0.000231228083631
-12.67 , 0.00023710983801
-12.65 , 0.000243151642504
-12.63 , 0.000249315054633
-12.61 , 0.00025555694487
-12.59 , 0.000261829436054
-12.57 , 0.000268079926072
-12.55 , 0.000274251203373
-12.53 , 0.000280281663359
-12.51 , 0.000286105632015
-12.49 , 0.00029165380117
-12.47 , 0.000296853777661
-12.45 , 0.000301630746388
-12.43 , 0.00030590824483
-12.41 , 0.00030960904416
-12.39 , 0.000312656129567
-12.37 , 0.000314973769968
-12.35 , 0.000316488664883
-12.33 , 0.000317131153975
-12.31 , 0.000316836472693
-12.29 , 0.000315546035546
-12.27 , 0.000313208726934
-12.25 , 0.000309782178158
-12.23 , 0.00030523400822
-12.21 , 0.00029954300544
-12.19 , 0.000292700226673
-12.17 , 0.000284709991103
-12.15 , 0.000275590746186
-12.13 , 0.000265375784351
-12.11 , 0.000254113790519
-12.09 , 0.00024186920235
-12.07 , 0.000228722367395
-12.05 , 0.00021476948394
-12.03 , 0.000200122315294
-12.01 , 0.000184907670515
-11.99 , 0.000169266648069
-11.97 , 0.000153353642633
-11.95 , 0.000137335119054
-11.93 , 0.000121388161446
-11.91 , 0.000105698809314
-11.89 , 9.04601965012e-05
-11.87 , 7.58705125345e-05
-11.85 , 6.21308095511e-05
-11.83 , 4.9442681332e-05
-11.81 , 3.80058440298e-05
-11.79 , 2.80156508498e-05
-11.77 , 1.96605752008e-05
-11.75 , 1.31196986183e-05
-11.73 , 8.5602410211e-06
-11.71 , 6.13517157952e-06
-11.69 , 5.98093859916e-06
-11.67 , 8.21535635176e-06
-11.65 , 1.29356856993e-05
-11.63 , 2.02169436585e-05
-11.61 , 3.01104747474e-05
-11.59 , 4.2642814069e-05
-11.57 , 5.78148686353e-05
-11.55 , 7.56014394713e-05
-11.53 , 9.59511025995e-05
-11.51 , 0.000118786462149
-11.49 , 0.000144004783632
-11.47 , 0.000171479009932
-11.45 , 0.00020105915688
-11.43 , 0.000232574079452
-11.41 , 0.000265833593815
-11.39 , 0.00030063093462
-11.37 , 0.000336745521327
-11.35 , 0.000373946001917
-11.33 , 0.000411993537271
-11.31 , 0.000450645284822
-11.29 , 0.000489658035901
-11.27 , 0.000528791957581
-11.25 , 0.000567814386855
-11.23 , 0.000606503622703
-11.21 , 0.000644652660064
-11.19 , 0.000682072809023
-11.17 , 0.000718597142569
-11.15 , 0.000754083717243
-11.13 , 0.000788418512753
-11.11 , 0.000821518039252
-11.09 , 0.000853331564412
-11.07 , 0.000883842916671
-11.05 , 0.000913071825979
-11.03 , 0.000941074769069
-11.01 , 0.000967945292532
-10.99 , 0.000993813793847
-10.97 , 0.00101884674776
-10.95 , 0.00104324537313
-10.93 , 0.00106724374309
-10.91 , 0.00109110634976
-10.89 , 0.00111512514235
-10.87 , 0.00113961606596
-10.85 , 0.00116491513584
-10.83 , 0.00119137408952
-10.81 , 0.00121935566618
-10.79 , 0.00124922856919
-10.77 , 0.00128136217345
-10.75 , 0.00131612104449
-10.73 , 0.00135385934027
-10.71 , 0.00139491517026
-10.69 , 0.00143960498848
-10.67 , 0.0014882180987
-10.65 , 0.0015410113503
-10.63 , 0.00159820410224
-10.61 , 0.00165997353101
-10.59 , 0.00172645035509
-10.57 , 0.00179771504464
-10.55 , 0.00187379457986
-10.53 , 0.00195465981542
-10.51 , 0.00204022350141
-10.49 , 0.00213033900333
-10.47 , 0.00222479975529
-10.45 , 0.00232333947107
-10.43 , 0.00242563312845
-10.41 , 0.00253129873176
-10.39 , 0.00263989984761
-10.37 , 0.0027509488981
-10.35 , 0.00286391118568
-10.33 , 0.00297820961348
-10.31 , 0.00309323005512
-10.29 , 0.00320832731869
-10.27 , 0.00332283164064
-10.25 , 0.00343605563747
-10.23 , 0.00354730163573
-10.21 , 0.00365586929468
-10.19 , 0.00376106343078
-10.17 , 0.00386220194907
-10.15 , 0.00395862378373
-10.13 , 0.0040496967486
-10.11 , 0.00413482519793
-10.09 , 0.00421345739907
-10.07 , 0.00428509252082
-10.05 , 0.00434928714499
-10.03 , 0.00440566121373
-10.01 , 0.00445390333114
-9.99 , 0.00449377534516
-9.97 , 0.00452511614389
-9.95 , 0.00454784460989
-9.93 , 0.00456196168604
-9.91 , 0.00456755151744
-9.89 , 0.00456478164503
-9.87 , 0.00455390223858
-9.85 , 0.00453524436861
-9.83 , 0.00450921732895
-9.81 , 0.0044763050336
-9.79 , 0.00443706152377
-9.77 , 0.00439210563183
-9.75 , 0.00434211486026
-9.73 , 0.00428781854377
-9.71 , 0.00422999037199
-9.69 , 0.00416944035871
-9.67 , 0.00410700635093
-9.65 , 0.00404354517696
-9.63 , 0.00397992353809
-9.61 , 0.00391700875141
-9.59 , 0.00385565945384
-9.57 , 0.00379671637807
-9.55 , 0.00374099331049
-9.53 , 0.00368926833889
-9.51 , 0.00364227549441
-9.49 , 0.00360069688728
-9.47 , 0.00356515542966
-9.45 , 0.00353620823171
-9.43 , 0.00351434074836
-9.41 , 0.00349996174509
-9.39 , 0.0034933991403
-9.37 , 0.00349489677126
-9.35 , 0.0035046121188
-9.33 , 0.00352261501379
-9.31 , 0.00354888733643
-9.29 , 0.00358332370677
-9.27 , 0.00362573315279
-9.25 , 0.00367584173007
-9.23 , 0.00373329605572
-9.21 , 0.00379766770796
-9.19 , 0.00386845843237
-9.17 , 0.00394510608635
-9.15 , 0.00402699124476
-9.13 , 0.00411344438202
-9.11 , 0.00420375353989
-9.09 , 0.00429717238475
-9.07 , 0.00439292855467
-9.05 , 0.00449023219383
-9.03 , 0.00458828457108
-9.01 , 0.00468628667931
-8.99 , 0.00478344771429
-8.97 , 0.00487899333434
-8.95 , 0.00497217360649
-8.93 , 0.0050622705501
-8.91 , 0.00514860519539
-8.89 , 0.00523054408192
-8.87 , 0.00530750513023
-8.85 , 0.00537896282901
-8.83 , 0.00544445269007
-8.81 , 0.00550357493312
-8.79 , 0.00555599737348
-8.77 , 0.00560145749596
-8.75 , 0.0056397637091
-8.73 , 0.00567079578463
-8.71 , 0.0056945044969
-8.69 , 0.00571091048735
-8.67 , 0.00572010238794
-8.65 , 0.00572223424631
-8.63 , 0.00571752230335
-8.61 , 0.00570624118039
-8.59 , 0.00568871953967
-8.57 , 0.00566533528626
-8.55 , 0.00563651038374
-8.53 , 0.00560270535836
-8.51 , 0.00556441356823
-8.49 , 0.00552215531446
-8.47 , 0.00547647187026
-8.45 , 0.00542791950277
-8.43 , 0.00537706355894
-8.41 , 0.00532447268376
-8.39 , 0.00527071323389
-8.37 , 0.00521634394486
-8.35 , 0.00516191090375
-8.33 , 0.00510794287247
-8.31 , 0.0050549470002
-8.29 , 0.00500340495565
-8.27 , 0.00495376950267
-8.25 , 0.00490646153494
-8.23 , 0.00486186757804
-8.21 , 0.00482033775988
-8.19 , 0.0047821842434
-8.17 , 0.0047476801091
-8.15 , 0.0047170586686
-8.13 , 0.00469051318542
-8.11 , 0.00466819697401
-8.09 , 0.0046502238446
-8.07 , 0.00463666885782
-8.05 , 0.00462756935115
-8.03 , 0.00462292619756
-8.01 , 0.00462270525632
-7.99 , 0.00462683897606
-7.97 , 0.00463522811149
-7.95 , 0.00464774351684
-7.93 , 0.0046642279818
-7.91 , 0.00468449807905
-7.89 , 0.00470834599601
-7.87 , 0.00473554132799
-7.85 , 0.0047658328143
-7.83 , 0.00479895000394
-7.81 , 0.00483460484237
-7.79 , 0.00487249317589
-7.77 , 0.00491229617522
-7.75 , 0.00495368168455
-7.73 , 0.00499630550659
-7.71 , 0.00503981263845
-7.69 , 0.00508383847644
-7.67 , 0.00512801001084
-7.65 , 0.00517194703386
-7.63 , 0.00521526338568
-7.61 , 0.00525756826379
-7.59 , 0.00529846762125
-7.57 , 0.00533756567805
-7.55 , 0.00537446656835
-7.53 , 0.00540877614385
-7.51 , 0.00544010394978
-7.49 , 0.00546806538672
-7.47 , 0.00549228406601
-7.45 , 0.00551239436192
-7.43 , 0.0055280441576
-7.41 , 0.00553889777616
-7.39 , 0.00554463908152
-7.37 , 0.00554497472775
-7.35 , 0.00553963752874
-7.33 , 0.00552838991427
-7.31 , 0.00551102743225
-7.29 , 0.00548738225148
-7.27 , 0.00545732661457
-7.25 , 0.00542077618589
-7.23 , 0.00537769323644
-7.21 , 0.00532808960449
-7.19 , 0.00527202936976
-7.17 , 0.00520963117786
-7.15 , 0.00514107015276
-7.13 , 0.00506657933661
-7.11 , 0.00498645059937
-7.09 , 0.00490103496486
-7.07 , 0.00481074230521
-7.05 , 0.00471604036216
-7.03 , 0.00461745306161
-7.01 , 0.00451555809583
-6.99 , 0.00441098375788
-6.97 , 0.0043044050227
-6.95 , 0.00419653888029
-6.93 , 0.00408813893804
-6.91 , 0.00397998932064
-6.89 , 0.00387289790827
-6.87 , 0.00376768896518
-6.85 , 0.00366519522275
-6.83 , 0.00356624949182
-6.81 , 0.00347167589003
-6.79 , 0.0033822807792
-6.77 , 0.00329884351676
-6.75 , 0.00322210713243
-6.73 , 0.00315276904781
-6.71 , 0.00309147196082
-6.69 , 0.00303879502038
-6.67 , 0.00299524541752
-6.65 , 0.00296125051914
-6.63 , 0.00293715066775
-6.61 , 0.00292319276673
-6.59 , 0.00291952476398
-6.57 , 0.00292619113931
-6.55 , 0.00294312949068
-6.53 , 0.00297016830289
-6.51 , 0.00300702596934
-6.49 , 0.00305331112257
-6.47 , 0.00310852431332
-6.45 , 0.00317206106103
-6.43 , 0.00324321628043
-6.41 , 0.00332119007028
-6.39 , 0.00340509483156
-6.37 , 0.00349396366282
-6.35 , 0.00358675996157
-6.33 , 0.00368238814201
-6.31 , 0.00377970536123
-6.29 , 0.00387753412921
-6.27 , 0.00397467566215
-6.25 , 0.00406992382441
-6.23 , 0.00416207949192
-6.21 , 0.00424996515935
-6.19 , 0.00433243960508
-6.17 , 0.00440841242205
-6.15 , 0.00447685821906
-6.13 , 0.0045368302964
-6.11 , 0.00458747360153
-6.09 , 0.00462803677511
-6.07 , 0.00465788310527
-6.05 , 0.00467650021807
-6.03 , 0.00468350834471
-6.01 , 0.00467866702189
-5.99 , 0.0046618800989
-5.97 , 0.00463319894524
-5.95 , 0.00459282377463
-5.93 , 0.00454110302455
-5.91 , 0.00447853075575
-5.89 , 0.00440574206245
-5.87 , 0.00432350651058
-5.85 , 0.00423271964922
-5.83 , 0.00413439266742
-5.81 , 0.00402964029611
-5.79 , 0.00391966708081
-5.77 , 0.00380575217649
-5.75 , 0.00368923283948
-5.73 , 0.00357148681361
